2012	ALTA VERAPAZ	CAHABÓN	H:10	Conjuntivitis	 943   	 2   	 3   	 13   	 10   	 35   	 38   	 126   	 112   	 73   	 67   	 53   	 31   	 34   	 13   	 41   	 8   	 24   	 12   	 26   	 18   	 42   	 19   	 16   	 19   	 24   	 12   	 9   	 6   	 12   	 12   	 6   	 1   	 3   	 4   	 12   	 7   
2012	ALTA VERAPAZ	CAHABÓN	T:14	Traumatismo de regiones no especificadas del cuerpo	 929   	 -     	 -     	 -     	 1   	 -     	 3   	 30   	 37   	 37   	 63   	 36   	 98   	 25   	 94   	 29   	 90   	 21   	 69   	 26   	 56   	 16   	 41   	 7   	 26   	 8   	 23   	 11   	 15   	 1   	 19   	 7   	 15   	 4   	 6   	 5   	 10   
2012	ALTA VERAPAZ	CAHABÓN	A:09	Diarrea y gastroenteritis de presunto origen infeccioso	 907   	 2   	 1   	 4   	 3   	 89   	 99   	 226   	 181   	 22   	 24   	 19   	 15   	 22   	 8   	 39   	 7   	 31   	 13   	 9   	 12   	 14   	 8   	 9   	 5   	 6   	 6   	 6   	 4   	 5   	 3   	 3   	 1   	 3   	 3   	 3   	 2   
2012	ALTA VERAPAZ	CAHABÓN	O:99	Otras enfermedades maternas clasificables en otra parte, pero que complican el embarazo, el parto y el puerperio	 788   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 44   	 -     	 119   	 -     	 153   	 -     	 144   	 -     	 132   	 -     	 127   	 -     	 58   	 -     	 11   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     
2012	ALTA VERAPAZ	CAHABÓN	B:86	Escabiosis	 688   	 -     	 1   	 -     	 -     	 31   	 25   	 110   	 77   	 84   	 51   	 37   	 16   	 44   	 14   	 35   	 13   	 26   	 12   	 30   	 23   	 18   	 4   	 6   	 2   	 4   	 3   	 7   	 -     	 2   	 6   	 1   	 -     	 -     	 1   	 3   	 2   
2012	ALTA VERAPAZ	CAHABÓN	O:23	Infección de las vías genitourinarias en el embarazo	 638   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 15   	 -     	 146   	 -     	 157   	 -     	 133   	 -     	 85   	 -     	 68   	 -     	 24   	 -     	 8   	 -     	 2   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     
2012	ALTA VERAPAZ	CAHABÓN	T:78	Efectos adversos, no clasificados en otra parte	 519   	 1   	 1   	 1   	 -     	 11   	 14   	 47   	 34   	 44   	 27   	 19   	 21   	 40   	 13   	 31   	 17   	 43   	 9   	 27   	 16   	 33   	 18   	 8   	 3   	 4   	 11   	 2   	 3   	 6   	 1   	 2   	 3   	 1   	 3   	 3   	 2   
2012	ALTA VERAPAZ	CAHABÓN	A:04	Otras infecciones intestinales bacterianas	 508   	 2   	 3   	 4   	 -     	 41   	 50   	 105   	 95   	 23   	 17   	 19   	 13   	 19   	 4   	 22   	 4   	 19   	 3   	 5   	 9   	 6   	 4   	 5   	 3   	 8   	 2   	 5   	 2   	 2   	 4   	 2   	 -     	 3   	 2   	 1   	 2   
2012	ALTA VERAPAZ	CAHABÓN	M:79	Otros trastornos de los tejidos blandos, no clasificados en otra parte	 377   	 -     	 -     	 -     	 -     	 -     	 1   	 3   	 3   	 2   	 1   	 12   	 3   	 22   	 10   	 28   	 8   	 24   	 7   	 48   	 9   	 43   	 11   	 23   	 8   	 18   	 7   	 20   	 5   	 13   	 9   	 12   	 4   	 5   	 5   	 9   	 4   
2012	ALTA VERAPAZ	CAHABÓN	M:25	Otros trastornos articulares, no clasificados en otra parte	 367   	 -     	 -     	 -     	 -     	 -     	 -     	 4   	 1   	 6   	 2   	 11   	 9   	 17   	 5   	 29   	 12   	 21   	 10   	 23   	 10   	 46   	 18   	 23   	 7   	 15   	 4   	 18   	 7   	 16   	 5   	 6   	 7   	 10   	 3   	 20   	 2   
2012	ALTA VERAPAZ	CHAHAL	J:22	Infección aguda no especificada de las vías respiratorias inferiores	 2,604   	 11   	 12   	 16   	 24   	 174   	 232   	 462   	 518   	 170   	 169   	 80   	 67   	 90   	 16   	 93   	 22   	 90   	 24   	 75   	 9   	 69   	 10   	 32   	 7   	 42   	 9   	 21   	 6   	 17   	 8   	 8   	 3   	 3   	 3   	 8   	 4   
2012	ALTA VERAPAZ	CHAHAL	B:82	Parasitosis intestinales, sin otra especificación	 2,395   	 -     	 -     	 -     	 -     	 32   	 43   	 333   	 332   	 452   	 481   	 238   	 271   	 26   	 22   	 25   	 12   	 24   	 7   	 20   	 4   	 15   	 2   	 8   	 6   	 9   	 5   	 9   	 4   	 5   	 -     	 -     	 3   	 -     	 2   	 3   	 2   
2012	ALTA VERAPAZ	CHAHAL	J:00	Rinofaringitis aguda [resfriado común]	 2,101   	 7   	 9   	 40   	 35   	 182   	 154   	 340   	 336   	 150   	 152   	 79   	 62   	 79   	 22   	 92   	 25   	 48   	 25   	 40   	 11   	 72   	 11   	 25   	 4   	 36   	 11   	 8   	 3   	 15   	 2   	 8   	 1   	 4   	 4   	 3   	 6   
2012	ALTA VERAPAZ	CHAHAL	K:29	Gastritis y duodenitis	 2,020   	 -     	 -     	 -     	 -     	 -     	 -     	 1   	 2   	 5   	 4   	 33   	 12   	 198   	 30   	 295   	 45   	 236   	 44   	 223   	 21   	 225   	 34   	 83   	 33   	 181   	 28   	 69   	 16   	 60   	 15   	 28   	 17   	 15   	 10   	 34   	 23   
2012	ALTA VERAPAZ	CHAHAL	A:09	Diarrea y gastroenteritis de presunto origen infeccioso	 1,879   	 10   	 5   	 10   	 13   	 193   	 179   	 329   	 394   	 95   	 95   	 39   	 43   	 52   	 22   	 53   	 16   	 47   	 12   	 53   	 5   	 50   	 16   	 21   	 13   	 28   	 14   	 19   	 6   	 9   	 4   	 8   	 4   	 3   	 2   	 8   	 9   
2012	ALTA VERAPAZ	CHAHAL	D:64	Otras anemias	 1,648   	 -     	 -     	 -     	 -     	 3   	 4   	 69   	 53   	 79   	 59   	 66   	 34   	 121   	 14   	 186   	 8   	 165   	 13   	 170   	 13   	 141   	 19   	 87   	 11   	 101   	 17   	 51   	 8   	 43   	 7   	 24   	 4   	 6   	 9   	 42   	 21   
2012	ALTA VERAPAZ	CHAHAL	J:03	Amigdalitis aguda	 1,311   	 1   	 1   	 1   	 3   	 39   	 28   	 148   	 130   	 111   	 79   	 74   	 52   	 65   	 30   	 82   	 38   	 66   	 36   	 57   	 22   	 44   	 23   	 35   	 20   	 31   	 20   	 16   	 10   	 13   	 6   	 10   	 3   	 -     	 3   	 7   	 7   
2012	ALTA VERAPAZ	CHAHAL	N:39	Otros trastornos del sistema urinario	 1,082   	 1   	 1   	 -     	 -     	 5   	 6   	 31   	 20   	 37   	 28   	 29   	 22   	 109   	 20   	 142   	 20   	 92   	 23   	 96   	 18   	 134   	 17   	 54   	 14   	 44   	 14   	 31   	 8   	 16   	 5   	 12   	 6   	 2   	 3   	 11   	 11   
2012	ALTA VERAPAZ	CHAHAL	O:99	Otras enfermedades maternas clasificables en otra parte, pero que complican el embarazo, el parto y el puerperio	 1,079   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 37   	 -     	 303   	 -     	 285   	 -     	 177   	 -     	 119   	 -     	 130   	 -     	 21   	 -     	 5   	 -     	 2   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     
2012	ALTA VERAPAZ	CHAHAL	B:86	Escabiosis	 743   	 1   	 -     	 7   	 8   	 65   	 51   	 97   	 93   	 82   	 59   	 43   	 18   	 30   	 3   	 38   	 11   	 18   	 6   	 22   	 4   	 35   	 3   	 8   	 3   	 4   	 7   	 1   	 1   	 5   	 3   	 3   	 1   	 1   	 2   	 4   	 6   
2012	ALTA VERAPAZ	CHAHAL	A:06	Amebiasis	 595   	 -     	 -     	 -     	 1   	 20   	 19   	 70   	 74   	 46   	 43   	 14   	 29   	 32   	 5   	 36   	 9   	 44   	 11   	 40   	 2   	 25   	 7   	 16   	 2   	 13   	 3   	 9   	 1   	 6   	 1   	 1   	 3   	 6   	 3   	 2   	 2   
2012	ALTA VERAPAZ	CHAHAL	J:18	Neumonía, organismo no especificado	 537   	 3   	 4   	 10   	 11   	 63   	 117   	 127   	 110   	 11   	 13   	 13   	 7   	 3   	 2   	 5   	 2   	 5   	 2   	 5   	 -     	 2   	 2   	 3   	 -     	 3   	 1   	 1   	 -     	 2   	 -     	 1   	 2   	 1   	 1   	 3   	 2   
2012	ALTA VERAPAZ	CHAHAL	L:01	Impétigo	 531   	 -     	 -     	 12   	 10   	 51   	 52   	 91   	 104   	 59   	 69   	 18   	 11   	 7   	 5   	 6   	 2   	 5   	 2   	 2   	 6   	 4   	 1   	 2   	 2   	 1   	 2   	 1   	 2   	 3   	 -     	 -     	 -     	 -     	 -     	 -     	 1   
2012	ALTA VERAPAZ	CHAHAL	J:20	Bronquitis aguda	 436   	 -     	 -     	 -     	 1   	 20   	 24   	 65   	 61   	 39   	 31   	 17   	 14   	 13   	 7   	 20   	 3   	 22   	 3   	 18   	 3   	 13   	 2   	 15   	 1   	 9   	 2   	 4   	 6   	 2   	 2   	 2   	 2   	 4   	 1   	 5   	 5   
2012	ALTA VERAPAZ	CHAHAL	M:54	Dorsalgia	 389   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 5   	 3   	 33   	 5   	 53   	 9   	 32   	 16   	 34   	 6   	 60   	 9   	 19   	 7   	 37   	 6   	 6   	 6   	 16   	 10   	 5   	 3   	 1   	 1   	 5   	 2   
2012	ALTA VERAPAZ	CHAHAL	M:19	Otras artrosis	 362   	 -     	 -     	 -     	 -     	 -     	 -     	 1   	 -     	 -     	 -     	 1   	 2   	 53   	 2   	 57   	 3   	 15   	 4   	 21   	 3   	 52   	 4   	 14   	 4   	 21   	 7   	 13   	 39   	 7   	 4   	 7   	 6   	 4   	 1   	 10   	 7   
2012	ALTA VERAPAZ	CHAHAL	H:66	Otitis media supurativa y la no especificada	 318   	 -     	 1   	 -     	 3   	 5   	 6   	 21   	 21   	 26   	 13   	 23   	 7   	 19   	 12   	 14   	 7   	 17   	 10   	 14   	 7   	 28   	 5   	 4   	 9   	 7   	 8   	 2   	 7   	 7   	 4   	 -     	 3   	 1   	 3   	 1   	 3   
2012	ALTA VERAPAZ	CHAHAL	T:78	Efectos adversos, no clasificados en otra parte	 296   	 3   	 -     	 -     	 -     	 6   	 10   	 32   	 14   	 20   	 14   	 19   	 6   	 15   	 7   	 15   	 18   	 11   	 11   	 16   	 7   	 8   	 6   	 11   	 6   	 14   	 3   	 6   	 1   	 3   	 3   	 3   	 1   	 1   	 3   	 1   	 2   
2012	ALTA VERAPAZ	CHAHAL	O:23	Infección de las vías genitourinarias en el embarazo	 289   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 7   	 -     	 69   	 -     	 82   	 -     	 50   	 -     	 39   	 -     	 29   	 -     	 8   	 -     	 5   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     
2012	ALTA VERAPAZ	CHAHAL	J:02	Faringitis aguda	 286   	 2   	 -     	 -     	 1   	 15   	 11   	 27   	 36   	 20   	 11   	 8   	 6   	 12   	 9   	 20   	 9   	 15   	 6   	 18   	 5   	 10   	 7   	 6   	 3   	 6   	 2   	 7   	 2   	 3   	 4   	 -     	 1   	 2   	 -     	 -     	 2   
2012	ALTA VERAPAZ	CHISEC	A:09	Diarrea y gastroenteritis de presunto origen infeccioso	 2,322   	 2   	 1   	 8   	 5   	 293   	 315   	 618   	 663   	 62   	 63   	 28   	 29   	 25   	 13   	 28   	 13   	 29   	 13   	 13   	 11   	 19   	 9   	 9   	 2   	 8   	 5   	 7   	 8   	 5   	 3   	 4   	 2   	 1   	 2   	 3   	 3   
2012	ALTA VERAPAZ	CHISEC	J:00	Rinofaringitis aguda [resfriado común]	 2,145   	 7   	 8   	 21   	 22   	 280   	 284   	 513   	 496   	 102   	 107   	 35   	 22   	 26   	 5   	 34   	 7   	 43   	 11   	 24   	 7   	 17   	 3   	 15   	 11   	 6   	 1   	 12   	 2   	 2   	 4   	 1   	 4   	 4   	 -     	 6   	 3   
2012	ALTA VERAPAZ	CHISEC	B:82	Parasitosis intestinales, sin otra especificación	 1,516   	 1   	 1   	 -     	 -     	 4   	 4   	 321   	 279   	 284   	 237   	 150   	 131   	 24   	 7   	 13   	 4   	 13   	 3   	 3   	 2   	 10   	 2   	 10   	 1   	 1   	 1   	 3   	 -     	 2   	 -     	 2   	 -     	 1   	 -     	 1   	 1   
2012	ALTA VERAPAZ	CHISEC	K:29	Gastritis y duodenitis	 1,510   	 -     	 -     	 -     	 -     	 3   	 1   	 5   	 3   	 12   	 3   	 36   	 13   	 143   	 11   	 243   	 27   	 296   	 17   	 91   	 16   	 153   	 25   	 104   	 62   	 79   	 13   	 40   	 17   	 33   	 3   	 11   	 16   	 6   	 7   	 14   	 7   
2012	ALTA VERAPAZ	CHISEC	J:18	Neumonía, organismo no especificado	 1,406   	 1   	 4   	 9   	 12   	 214   	 258   	 379   	 371   	 35   	 42   	 4   	 12   	 10   	 4   	 10   	 2   	 6   	 1   	 5   	 -     	 3   	 3   	 -     	 -     	 -     	 1   	 4   	 3   	 -     	 2   	 2   	 1   	 1   	 -     	 5   	 2   
2012	ALTA VERAPAZ	CHISEC	N:39	Otros trastornos del sistema urinario	 1,375   	 1   	 2   	 -     	 1   	 8   	 16   	 58   	 45   	 26   	 33   	 37   	 29   	 148   	 21   	 200   	 21   	 199   	 23   	 114   	 16   	 108   	 20   	 64   	 15   	 43   	 5   	 25   	 18   	 23   	 4   	 9   	 6   	 5   	 5   	 13   	 14   
2012	ALTA VERAPAZ	CHISEC	E:45	Retardo del desarrollo debido a desnutrición proteico calórica	 1,256   	 1   	 2   	 11   	 8   	 136   	 140   	 450   	 460   	 22   	 25   	 -     	 -     	 1   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     
2012	ALTA VERAPAZ	CHISEC	J:03	Amigdalitis aguda	 1,150   	 -     	 1   	 1   	 -     	 39   	 33   	 150   	 171   	 93   	 66   	 53   	 43   	 55   	 25   	 76   	 26   	 57   	 21   	 32   	 14   	 53   	 15   	 25   	 16   	 24   	 7   	 14   	 6   	 9   	 1   	 8   	 2   	 1   	 5   	 5   	 3   
2012	ALTA VERAPAZ	CHISEC	A:06	Amebiasis	 931   	 1   	 -     	 4   	 3   	 39   	 31   	 182   	 170   	 81   	 64   	 44   	 23   	 45   	 16   	 36   	 12   	 32   	 5   	 26   	 5   	 19   	 2   	 19   	 6   	 10   	 2   	 9   	 4   	 5   	 1   	 6   	 6   	 1   	 3   	 11   	 8   
2012	ALTA VERAPAZ	CHISEC	J:20	Bronquitis aguda	 872   	 -     	 2   	 5   	 6   	 80   	 105   	 192   	 201   	 54   	 36   	 16   	 18   	 19   	 1   	 15   	 3   	 12   	 4   	 19   	 2   	 11   	 2   	 8   	 8   	 7   	 3   	 5   	 2   	 7   	 2   	 6   	 1   	 4   	 4   	 7   	 5   
2012	ALTA VERAPAZ	CHISEC	L:01	Impétigo	 809   	 -     	 -     	 -     	 2   	 43   	 58   	 231   	 219   	 72   	 65   	 19   	 16   	 12   	 3   	 11   	 5   	 13   	 6   	 3   	 2   	 7   	 1   	 6   	 1   	 4   	 -     	 1   	 3   	 -     	 2   	 1   	 1   	 -     	 -     	 1   	 1   
2012	ALTA VERAPAZ	CHISEC	K:02	Caries dental	 520   	 -     	 -     	 -     	 -     	 -     	 -     	 11   	 14   	 31   	 22   	 37   	 20   	 60   	 15   	 50   	 11   	 68   	 9   	 27   	 10   	 28   	 7   	 29   	 4   	 23   	 5   	 14   	 3   	 4   	 1   	 5   	 3   	 1   	 1   	 4   	 3   
2012	ALTA VERAPAZ	CHISEC	H:10	Conjuntivitis	 513   	 1   	 2   	 4   	 3   	 39   	 35   	 99   	 83   	 24   	 39   	 15   	 15   	 11   	 10   	 19   	 8   	 15   	 10   	 4   	 3   	 18   	 3   	 6   	 5   	 14   	 3   	 8   	 1   	 2   	 2   	 1   	 1   	 -     	 3   	 3   	 4   
2012	ALTA VERAPAZ	CHISEC	G:44	Otros síndromes de cefalea	 487   	 -     	 -     	 -     	 -     	 1   	 -     	 1   	 1   	 3   	 1   	 13   	 4   	 46   	 6   	 89   	 8   	 99   	 6   	 18   	 2   	 55   	 7   	 40   	 7   	 31   	 1   	 11   	 3   	 11   	 1   	 4   	 3   	 4   	 3   	 5   	 3   
2012	ALTA VERAPAZ	CHISEC	O:23	Infección de las vías genitourinarias en el embarazo	 486   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 9   	 -     	 133   	 -     	 112   	 -     	 79   	 -     	 42   	 -     	 40   	 -     	 16   	 -     	 52   	 -     	 3   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     
2012	ALTA VERAPAZ	CHISEC	M:54	Dorsalgia	 437   	 -     	 -     	 -     	 -     	 1   	 -     	 1   	 -     	 -     	 1   	 2   	 4   	 14   	 9   	 38   	 10   	 61   	 14   	 16   	 7   	 53   	 5   	 38   	 7   	 24   	 6   	 23   	 8   	 30   	 3   	 10   	 12   	 10   	 5   	 13   	 12   
2012	ALTA VERAPAZ	CHISEC	M:79	Otros trastornos de los tejidos blandos, no clasificados en otra parte	 426   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 1   	 -     	 6   	 5   	 16   	 7   	 32   	 7   	 46   	 -     	 38   	 4   	 42   	 4   	 34   	 6   	 38   	 6   	 18   	 8   	 29   	 4   	 21   	 8   	 6   	 5   	 17   	 18   
2012	ALTA VERAPAZ	CHISEC	D:64	Otras anemias	 390   	 -     	 -     	 -     	 -     	 1   	 -     	 4   	 2   	 16   	 10   	 37   	 8   	 47   	 5   	 55   	 3   	 42   	 2   	 27   	 -     	 24   	 -     	 17   	 2   	 16   	 2   	 14   	 1   	 17   	 -     	 7   	 1   	 5   	 -     	 18   	 7   
2012	ALTA VERAPAZ	CHISEC	L:30	Otras dermatitis	 384   	 2   	 -     	 6   	 6   	 41   	 38   	 81   	 60   	 20   	 14   	 11   	 5   	 9   	 4   	 13   	 5   	 13   	 5   	 1   	 6   	 8   	 11   	 3   	 1   	 4   	 1   	 2   	 1   	 2   	 1   	 1   	 2   	 -     	 1   	 3   	 3   
2012	ALTA VERAPAZ	CHISEC	J:22	Infección aguda no especificada de las vías respiratorias inferiores	 382   	 -     	 -     	 1   	 5   	 44   	 46   	 100   	 76   	 17   	 26   	 2   	 6   	 7   	 4   	 7   	 3   	 8   	 3   	 3   	 4   	 1   	 4   	 3   	 -     	 3   	 2   	 1   	 2   	 -     	 1   	 1   	 -     	 -     	 -     	 2   	 -     
2012	ALTA VERAPAZ	COBÁN	J:00	Rinofaringitis aguda [resfriado común]	 9,876   	 22   	 17   	 119   	 69   	 1,095   	 945   	 2,279   	 2,144   	 673   	 626   	 226   	 168   	 181   	 37   	 283   	 44   	 236   	 35   	 125   	 23   	 130   	 35   	 64   	 18   	 65   	 17   	 41   	 8   	 31   	 9   	 37   	 10   	 16   	 8   	 31   	 9   
2012	ALTA VERAPAZ	COBÁN	K:29	Gastritis y duodenitis	 4,554   	 2   	 3   	 2   	 1   	 3   	 4   	 16   	 18   	 52   	 40   	 146   	 59   	 449   	 103   	 542   	 124   	 526   	 172   	 457   	 111   	 426   	 111   	 255   	 69   	 214   	 72   	 141   	 49   	 74   	 32   	 71   	 20   	 29   	 18   	 94   	 49   
2012	ALTA VERAPAZ	COBÁN	A:09	Diarrea y gastroenteritis de presunto origen infeccioso	 4,428   	 5   	 2   	 34   	 14   	 583   	 540   	 1,359   	 1,255   	 129   	 170   	 49   	 39   	 28   	 3   	 36   	 9   	 23   	 6   	 25   	 5   	 26   	 5   	 8   	 4   	 11   	 5   	 17   	 5   	 7   	 1   	 12   	 2   	 1   	 3   	 5   	 2   
2012	ALTA VERAPAZ	COBÁN	T:14	Traumatismo de regiones no especificadas del cuerpo	 4,308   	 3   	 -     	 -     	 3   	 9   	 5   	 126   	 214   	 191   	 333   	 155   	 386   	 134   	 382   	 102   	 405   	 137   	 299   	 108   	 223   	 80   	 145   	 64   	 117   	 77   	 82   	 58   	 90   	 47   	 43   	 47   	 60   	 34   	 45   	 56   	 48   
2012	ALTA VERAPAZ	COBÁN	N:39	Otros trastornos del sistema urinario	 3,676   	 4   	 2   	 4   	 1   	 27   	 17   	 152   	 70   	 159   	 70   	 145   	 31   	 366   	 67   	 501   	 66   	 452   	 62   	 355   	 56   	 305   	 41   	 150   	 26   	 149   	 23   	 87   	 28   	 66   	 25   	 48   	 21   	 13   	 10   	 46   	 31   
2012	ALTA VERAPAZ	COBÁN	B:82	Parasitosis intestinales, sin otra especificación	 2,730   	 1   	 -     	 -     	 1   	 17   	 8   	 516   	 457   	 567   	 421   	 166   	 144   	 55   	 31   	 59   	 14   	 68   	 13   	 65   	 11   	 32   	 6   	 16   	 2   	 12   	 3   	 12   	 -     	 7   	 1   	 13   	 -     	 3   	 2   	 6   	 1   
2012	ALTA VERAPAZ	COBÁN	E:45	Retardo del desarrollo debido a desnutrición proteico calórica	 2,418   	 -     	 -     	 -     	 1   	 174   	 180   	 1,053   	 1,004   	 1   	 -     	 2   	 1   	 -     	 -     	 -     	 -     	 -     	 1   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 1   	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     	 -     
2012	ALTA VERAPAZ	COBÁN	J:18	Neumonía, organismo no especificado	 2,226   	 4   	 2   	 24   	 23   	 358   	 283   	 624   	 639   	 48   	 69   	 14   	 7   	 16   	 5   	 12   	 5   	 7   	 8   	 9   	 4   	 4   	 1   	 6   	 3   	 4   	 3   	 12   	 2   	 3   	 3   	 4   	 2   	 5   	 1   	 10   	 2   
2012	ALTA VERAPAZ	COBÁN	G:44	Otros síndromes de cefalea	 2,201   	 -     	 -     	 -     	 -     	 -     	 -     	 7   	 1   	 21   	 9   	 78   	 47   	 195   	 58   	 290   	 40   	 286   	 49   	 272   	 41   	 246   	 35   	 131   	 28   	 101   	 15   	 66   	 20   	 55   	 14   	 34   	 14   	 13   	 4   	 22   	 9   
2012	ALTA VERAPAZ	COBÁN	T:11	Otros traumatismos de miembro superior, nivel no especificado	 1,911   	 -     	 -     	 -     	 1   	 -     	 -     	 68   	 84   	 57   	 112   	 74   	 186   	 94   	 169   	 80   	 145   	 60   	 112   	 38   	 105   	 33   	 104   	 23   	 50   	 26   	 46   	 26   	 45   	 21   	 29   	 19   	 26   	 13   	 14   	 21   	 30   
2012	ALTA VERAPAZ	COBÁN	K:02	Caries dental	 1,905   	 -     	 -     	 -     	 -     	 1   	 -     	 28   	 27   	 160   	 131   	 129   	 87   	 189   	 86   	 180   	 56   	 196   	 62   	 150   	 38   	 108   	 42   	 48   	 20   	 27   	 12   	 25   	 17   	 22   	 7   	 12   	 9   	 6   	 8   	 13   	 9   
2012	ALTA VERAPAZ	COBÁN	R:10	Dolor abdominal y pélvico	 1,559   	 3   	 6   	 8   	 1   	 9   	 3   	 42   	 47   	 99   	 103   	 109   	 83   	 160   	 45   	 139   	 48   	 101   	 46   	 98   	 57   	 72   	 34   	 53   	 19   	 35   	 15   	 19   	 13   	 17   	 15   	 15   	 9   	 6   	 5   	 16   	 9   
2012	ALTA VERAPAZ	COBÁN	M:54	Dorsalgia	 1,541   	 -     	 -     	 -     	 -     	 1   	 -     	 3   	 -     	 1   	 3   	 11   	 7   	 65   	 37   	 150   	 57   	 169   	 49   	 137   	 47   	 170   	 45   	 105   	 39   	 108   	 37   	 61   	 31   	 48   	 28   	 38   	 16   	 12   	 15   	 26   	 25   
